PULocationID,PU_Borough,PU_Zone,hora_dia,total_viajes
1,EWR,Newark Airport,6,1
1,EWR,Newark Airport,7,2
1,EWR,Newark Airport,9,4
1,EWR,Newark Airport,12,1
1,EWR,Newark Airport,13,4
1,EWR,Newark Airport,14,6
1,EWR,Newark Airport,15,12
1,EWR,Newark Airport,16,10
1,EWR,Newark Airport,17,9
1,EWR,Newark Airport,18,4
1,EWR,Newark Airport,19,1
1,EWR,Newark Airport,20,1
1,EWR,Newark Airport,23,3
2,Queens,Jamaica Bay,7,1
2,Queens,Jamaica Bay,10,1
2,Queens,Jamaica Bay,14,1
2,Queens,Jamaica Bay,15,1
2,Queens,Jamaica Bay,22,1
3,Bronx,Allerton/Pelham Gardens,0,3
3,Bronx,Allerton/Pelham Gardens,1,2
3,Bronx,Allerton/Pelham Gardens,2,1
3,Bronx,Allerton/Pelham Gardens,3,1
3,Bronx,Allerton/Pelham Gardens,4,7
3,Bronx,Allerton/Pelham Gardens,5,21
3,Bronx,Allerton/Pelham Gardens,6,21
3,Bronx,Allerton/Pelham Gardens,7,12
3,Bronx,Allerton/Pelham Gardens,8,20
3,Bronx,Allerton/Pelham Gardens,9,13
3,Bronx,Allerton/Pelham Gardens,10,6
3,Bronx,Allerton/Pelham Gardens,11,4
3,Bronx,Allerton/Pelham Gardens,12,4
3,Bronx,Allerton/Pelham Gardens,13,4
3,Bronx,Allerton/Pelham Gardens,14,9
3,Bronx,Allerton/Pelham Gardens,15,5
3,Bronx,Allerton/Pelham Gardens,16,6
3,Bronx,Allerton/Pelham Gardens,18,3
3,Bronx,Allerton/Pelham Gardens,19,3
3,Bronx,Allerton/Pelham Gardens,21,4
3,Bronx,Allerton/Pelham Gardens,22,3
3,Bronx,Allerton/Pelham Gardens,23,2
4,Manhattan,Alphabet City,0,680
4,Manhattan,Alphabet City,1,807
4,Manhattan,Alphabet City,2,668
4,Manhattan,Alphabet City,3,375
4,Manhattan,Alphabet City,4,150
4,Manhattan,Alphabet City,5,53
4,Manhattan,Alphabet City,6,135
4,Manhattan,Alphabet City,7,246
4,Manhattan,Alphabet City,8,310
4,Manhattan,Alphabet City,9,263
4,Manhattan,Alphabet City,10,122
4,Manhattan,Alphabet City,11,103
4,Manhattan,Alphabet City,12,104
4,Manhattan,Alphabet City,13,110
4,Manhattan,Alphabet City,14,131
4,Manhattan,Alphabet City,15,153
4,Manhattan,Alphabet City,16,127
4,Manhattan,Alphabet City,17,139
4,Manhattan,Alphabet City,18,284
4,Manhattan,Alphabet City,19,231
4,Manhattan,Alphabet City,20,169
4,Manhattan,Alphabet City,21,203
4,Manhattan,Alphabet City,22,362
4,Manhattan,Alphabet City,23,502
5,Staten Island,Arden Heights,11,1
5,Staten Island,Arden Heights,13,1
6,Staten Island,Arrochar/Fort Wadsworth,4,2
6,Staten Island,Arrochar/Fort Wadsworth,5,6
6,Staten Island,Arrochar/Fort Wadsworth,7,2
6,Staten Island,Arrochar/Fort Wadsworth,8,4
6,Staten Island,Arrochar/Fort Wadsworth,10,1
6,Staten Island,Arrochar/Fort Wadsworth,11,1
6,Staten Island,Arrochar/Fort Wadsworth,13,3
6,Staten Island,Arrochar/Fort Wadsworth,18,2
6,Staten Island,Arrochar/Fort Wadsworth,21,1
6,Staten Island,Arrochar/Fort Wadsworth,22,2
6,Staten Island,Arrochar/Fort Wadsworth,23,5
7,Queens,Astoria,0,92
7,Queens,Astoria,1,73
7,Queens,Astoria,2,60
7,Queens,Astoria,3,53
7,Queens,Astoria,4,101
7,Queens,Astoria,5,65
7,Queens,Astoria,6,99
7,Queens,Astoria,7,221
7,Queens,Astoria,8,220
7,Queens,Astoria,9,103
7,Queens,Astoria,10,86
7,Queens,Astoria,11,113
7,Queens,Astoria,12,109
7,Queens,Astoria,13,103
7,Queens,Astoria,14,110
7,Queens,Astoria,15,110
7,Queens,Astoria,16,84
7,Queens,Astoria,17,109
7,Queens,Astoria,18,111
7,Queens,Astoria,19,86
7,Queens,Astoria,20,83
7,Queens,Astoria,21,94
7,Queens,Astoria,22,113
7,Queens,Astoria,23,103
8,Queens,Astoria Park,2,2
8,Queens,Astoria Park,5,1
8,Queens,Astoria Park,6,2
8,Queens,Astoria Park,8,1
8,Queens,Astoria Park,10,1
8,Queens,Astoria Park,13,1
8,Queens,Astoria Park,14,1
8,Queens,Astoria Park,16,3
8,Queens,Astoria Park,18,2
8,Queens,Astoria Park,19,1
8,Queens,Astoria Park,22,2
8,Queens,Astoria Park,23,1
9,Queens,Auburndale,0,5
9,Queens,Auburndale,1,1
9,Queens,Auburndale,5,2
9,Queens,Auburndale,6,8
9,Queens,Auburndale,7,7
9,Queens,Auburndale,8,7
9,Queens,Auburndale,9,5
9,Queens,Auburndale,10,4
9,Queens,Auburndale,11,9
9,Queens,Auburndale,12,14
9,Queens,Auburndale,13,1
9,Queens,Auburndale,14,4
9,Queens,Auburndale,15,2
9,Queens,Auburndale,16,2
9,Queens,Auburndale,18,2
9,Queens,Auburndale,19,4
9,Queens,Auburndale,20,2
9,Queens,Auburndale,21,1
9,Queens,Auburndale,22,2
9,Queens,Auburndale,23,4
10,Queens,Baisley Park,0,17
10,Queens,Baisley Park,1,17
10,Queens,Baisley Park,2,7
10,Queens,Baisley Park,3,13
10,Queens,Baisley Park,4,12
10,Queens,Baisley Park,5,36
10,Queens,Baisley Park,6,60
10,Queens,Baisley Park,7,126
10,Queens,Baisley Park,8,86
10,Queens,Baisley Park,9,48
10,Queens,Baisley Park,10,31
10,Queens,Baisley Park,11,30
10,Queens,Baisley Park,12,33
10,Queens,Baisley Park,13,51
10,Queens,Baisley Park,14,63
10,Queens,Baisley Park,15,58
10,Queens,Baisley Park,16,85
10,Queens,Baisley Park,17,40
10,Queens,Baisley Park,18,36
10,Queens,Baisley Park,19,48
10,Queens,Baisley Park,20,46
10,Queens,Baisley Park,21,45
10,Queens,Baisley Park,22,56
10,Queens,Baisley Park,23,49
11,Brooklyn,Bath Beach,1,1
11,Brooklyn,Bath Beach,2,1
11,Brooklyn,Bath Beach,5,21
11,Brooklyn,Bath Beach,6,7
11,Brooklyn,Bath Beach,7,15
11,Brooklyn,Bath Beach,8,11
11,Brooklyn,Bath Beach,9,5
11,Brooklyn,Bath Beach,10,7
11,Brooklyn,Bath Beach,11,6
11,Brooklyn,Bath Beach,12,7
11,Brooklyn,Bath Beach,13,11
11,Brooklyn,Bath Beach,14,4
11,Brooklyn,Bath Beach,15,5
11,Brooklyn,Bath Beach,16,2
11,Brooklyn,Bath Beach,17,3
11,Brooklyn,Bath Beach,18,5
11,Brooklyn,Bath Beach,19,1
11,Brooklyn,Bath Beach,20,4
11,Brooklyn,Bath Beach,21,2
11,Brooklyn,Bath Beach,22,5
11,Brooklyn,Bath Beach,23,1
12,Manhattan,Battery Park,0,2
12,Manhattan,Battery Park,1,5
12,Manhattan,Battery Park,2,2
12,Manhattan,Battery Park,3,1
12,Manhattan,Battery Park,6,2
12,Manhattan,Battery Park,7,4
12,Manhattan,Battery Park,8,10
12,Manhattan,Battery Park,9,14
12,Manhattan,Battery Park,10,22
12,Manhattan,Battery Park,11,53
12,Manhattan,Battery Park,12,90
12,Manhattan,Battery Park,13,113
12,Manhattan,Battery Park,14,117
12,Manhattan,Battery Park,15,113
12,Manhattan,Battery Park,16,138
12,Manhattan,Battery Park,17,69
12,Manhattan,Battery Park,18,35
12,Manhattan,Battery Park,19,20
12,Manhattan,Battery Park,20,20
12,Manhattan,Battery Park,21,6
12,Manhattan,Battery Park,22,13
12,Manhattan,Battery Park,23,8
13,Manhattan,Battery Park City,0,133
13,Manhattan,Battery Park City,1,53
13,Manhattan,Battery Park City,2,26
13,Manhattan,Battery Park City,3,13
13,Manhattan,Battery Park City,4,31
13,Manhattan,Battery Park City,5,70
13,Manhattan,Battery Park City,6,221
13,Manhattan,Battery Park City,7,518
13,Manhattan,Battery Park City,8,858
13,Manhattan,Battery Park City,9,686
13,Manhattan,Battery Park City,10,693
13,Manhattan,Battery Park City,11,851
13,Manhattan,Battery Park City,12,1024
13,Manhattan,Battery Park City,13,1172
13,Manhattan,Battery Park City,14,1207
13,Manhattan,Battery Park City,15,1268
13,Manhattan,Battery Park City,16,1482
13,Manhattan,Battery Park City,17,2151
13,Manhattan,Battery Park City,18,2153
13,Manhattan,Battery Park City,19,1699
13,Manhattan,Battery Park City,20,1206
13,Manhattan,Battery Park City,21,993
13,Manhattan,Battery Park City,22,523
13,Manhattan,Battery Park City,23,232
14,Brooklyn,Bay Ridge,0,17
14,Brooklyn,Bay Ridge,1,8
14,Brooklyn,Bay Ridge,2,6
14,Brooklyn,Bay Ridge,3,26
14,Brooklyn,Bay Ridge,4,20
14,Brooklyn,Bay Ridge,5,23
14,Brooklyn,Bay Ridge,6,40
14,Brooklyn,Bay Ridge,7,100
14,Brooklyn,Bay Ridge,8,63
14,Brooklyn,Bay Ridge,9,36
14,Brooklyn,Bay Ridge,10,44
14,Brooklyn,Bay Ridge,11,40
14,Brooklyn,Bay Ridge,12,53
14,Brooklyn,Bay Ridge,13,48
14,Brooklyn,Bay Ridge,14,27
14,Brooklyn,Bay Ridge,15,40
14,Brooklyn,Bay Ridge,16,29
14,Brooklyn,Bay Ridge,17,27
14,Brooklyn,Bay Ridge,18,17
14,Brooklyn,Bay Ridge,19,12
14,Brooklyn,Bay Ridge,20,17
14,Brooklyn,Bay Ridge,21,19
14,Brooklyn,Bay Ridge,22,14
14,Brooklyn,Bay Ridge,23,26
15,Queens,Bay Terrace/Fort Totten,0,1
15,Queens,Bay Terrace/Fort Totten,1,2
15,Queens,Bay Terrace/Fort Totten,2,1
15,Queens,Bay Terrace/Fort Totten,5,1
15,Queens,Bay Terrace/Fort Totten,6,1
15,Queens,Bay Terrace/Fort Totten,7,5
15,Queens,Bay Terrace/Fort Totten,8,5
15,Queens,Bay Terrace/Fort Totten,9,3
15,Queens,Bay Terrace/Fort Totten,10,2
15,Queens,Bay Terrace/Fort Totten,11,10
15,Queens,Bay Terrace/Fort Totten,12,1
15,Queens,Bay Terrace/Fort Totten,13,4
15,Queens,Bay Terrace/Fort Totten,14,8
15,Queens,Bay Terrace/Fort Totten,15,4
15,Queens,Bay Terrace/Fort Totten,16,2
15,Queens,Bay Terrace/Fort Totten,17,5
15,Queens,Bay Terrace/Fort Totten,18,5
15,Queens,Bay Terrace/Fort Totten,19,5
15,Queens,Bay Terrace/Fort Totten,20,2
15,Queens,Bay Terrace/Fort Totten,21,1
15,Queens,Bay Terrace/Fort Totten,22,2
15,Queens,Bay Terrace/Fort Totten,23,4
16,Queens,Bayside,0,6
16,Queens,Bayside,1,8
16,Queens,Bayside,2,8
16,Queens,Bayside,3,2
16,Queens,Bayside,4,1
16,Queens,Bayside,6,2
16,Queens,Bayside,7,3
16,Queens,Bayside,8,5
16,Queens,Bayside,9,3
16,Queens,Bayside,10,5
16,Queens,Bayside,11,4
16,Queens,Bayside,12,4
16,Queens,Bayside,13,4
16,Queens,Bayside,14,4
16,Queens,Bayside,15,4
16,Queens,Bayside,16,4
16,Queens,Bayside,17,2
16,Queens,Bayside,18,7
16,Queens,Bayside,20,4
16,Queens,Bayside,21,6
16,Queens,Bayside,22,5
16,Queens,Bayside,23,8
17,Brooklyn,Bedford,0,38
17,Brooklyn,Bedford,1,20
17,Brooklyn,Bedford,2,9
17,Brooklyn,Bedford,3,8
17,Brooklyn,Bedford,4,26
17,Brooklyn,Bedford,5,30
17,Brooklyn,Bedford,6,60
17,Brooklyn,Bedford,7,95
17,Brooklyn,Bedford,8,126
17,Brooklyn,Bedford,9,120
17,Brooklyn,Bedford,10,77
17,Brooklyn,Bedford,11,53
17,Brooklyn,Bedford,12,63
17,Brooklyn,Bedford,13,54
17,Brooklyn,Bedford,14,77
17,Brooklyn,Bedford,15,57
17,Brooklyn,Bedford,16,52
17,Brooklyn,Bedford,17,55
17,Brooklyn,Bedford,18,77
17,Brooklyn,Bedford,19,45
17,Brooklyn,Bedford,20,48
17,Brooklyn,Bedford,21,28
17,Brooklyn,Bedford,22,33
17,Brooklyn,Bedford,23,37
18,Bronx,Bedford Park,0,6
18,Bronx,Bedford Park,3,4
18,Bronx,Bedford Park,4,20
18,Bronx,Bedford Park,5,5
18,Bronx,Bedford Park,6,32
18,Bronx,Bedford Park,7,32
18,Bronx,Bedford Park,8,39
18,Bronx,Bedford Park,9,16
18,Bronx,Bedford Park,10,14
18,Bronx,Bedford Park,11,12
18,Bronx,Bedford Park,12,13
18,Bronx,Bedford Park,13,14
18,Bronx,Bedford Park,14,18
18,Bronx,Bedford Park,15,15
18,Bronx,Bedford Park,16,6
18,Bronx,Bedford Park,17,8
18,Bronx,Bedford Park,18,5
18,Bronx,Bedford Park,19,7
18,Bronx,Bedford Park,20,8
18,Bronx,Bedford Park,21,6
18,Bronx,Bedford Park,22,6
18,Bronx,Bedford Park,23,5
19,Queens,Bellerose,0,4
19,Queens,Bellerose,1,5
19,Queens,Bellerose,2,3
19,Queens,Bellerose,3,3
19,Queens,Bellerose,4,1
19,Queens,Bellerose,5,16
19,Queens,Bellerose,6,15
19,Queens,Bellerose,7,12
19,Queens,Bellerose,8,8
19,Queens,Bellerose,9,14
19,Queens,Bellerose,10,8
19,Queens,Bellerose,11,7
19,Queens,Bellerose,12,7
19,Queens,Bellerose,13,13
19,Queens,Bellerose,14,10
19,Queens,Bellerose,15,6
19,Queens,Bellerose,16,5
19,Queens,Bellerose,17,7
19,Queens,Bellerose,18,5
19,Queens,Bellerose,19,3
19,Queens,Bellerose,20,6
19,Queens,Bellerose,21,8
19,Queens,Bellerose,22,12
19,Queens,Bellerose,23,8
20,Bronx,Belmont,0,2
20,Bronx,Belmont,1,2
20,Bronx,Belmont,4,7
20,Bronx,Belmont,5,13
20,Bronx,Belmont,6,12
20,Bronx,Belmont,7,14
20,Bronx,Belmont,8,15
20,Bronx,Belmont,9,10
20,Bronx,Belmont,10,9
20,Bronx,Belmont,11,8
20,Bronx,Belmont,12,5
20,Bronx,Belmont,13,7
20,Bronx,Belmont,14,6
20,Bronx,Belmont,15,8
20,Bronx,Belmont,16,18
20,Bronx,Belmont,17,9
20,Bronx,Belmont,18,7
20,Bronx,Belmont,19,6
20,Bronx,Belmont,20,5
20,Bronx,Belmont,21,9
20,Bronx,Belmont,22,3
20,Bronx,Belmont,23,4
21,Brooklyn,Bensonhurst East,0,7
21,Brooklyn,Bensonhurst East,1,7
21,Brooklyn,Bensonhurst East,2,2
21,Brooklyn,Bensonhurst East,3,3
21,Brooklyn,Bensonhurst East,4,3
21,Brooklyn,Bensonhurst East,5,7
21,Brooklyn,Bensonhurst East,6,10
21,Brooklyn,Bensonhurst East,7,32
21,Brooklyn,Bensonhurst East,8,26
21,Brooklyn,Bensonhurst East,9,23
21,Brooklyn,Bensonhurst East,10,17
21,Brooklyn,Bensonhurst East,11,16
21,Brooklyn,Bensonhurst East,12,9
21,Brooklyn,Bensonhurst East,13,15
21,Brooklyn,Bensonhurst East,14,20
21,Brooklyn,Bensonhurst East,15,14
21,Brooklyn,Bensonhurst East,16,3
21,Brooklyn,Bensonhurst East,17,8
21,Brooklyn,Bensonhurst East,18,6
21,Brooklyn,Bensonhurst East,19,2
21,Brooklyn,Bensonhurst East,20,4
21,Brooklyn,Bensonhurst East,21,5
21,Brooklyn,Bensonhurst East,22,8
21,Brooklyn,Bensonhurst East,23,8
22,Brooklyn,Bensonhurst West,0,5
22,Brooklyn,Bensonhurst West,1,5
22,Brooklyn,Bensonhurst West,2,1
22,Brooklyn,Bensonhurst West,4,8
22,Brooklyn,Bensonhurst West,5,4
22,Brooklyn,Bensonhurst West,6,21
22,Brooklyn,Bensonhurst West,7,38
22,Brooklyn,Bensonhurst West,8,27
22,Brooklyn,Bensonhurst West,9,18
22,Brooklyn,Bensonhurst West,10,22
22,Brooklyn,Bensonhurst West,11,19
22,Brooklyn,Bensonhurst West,12,21
22,Brooklyn,Bensonhurst West,13,16
22,Brooklyn,Bensonhurst West,14,18
22,Brooklyn,Bensonhurst West,15,10
22,Brooklyn,Bensonhurst West,16,7
22,Brooklyn,Bensonhurst West,17,7
22,Brooklyn,Bensonhurst West,18,8
22,Brooklyn,Bensonhurst West,19,3
22,Brooklyn,Bensonhurst West,20,3
22,Brooklyn,Bensonhurst West,21,11
22,Brooklyn,Bensonhurst West,22,9
22,Brooklyn,Bensonhurst West,23,5
23,Staten Island,Bloomfield/Emerson Hill,0,1
23,Staten Island,Bloomfield/Emerson Hill,4,1
23,Staten Island,Bloomfield/Emerson Hill,9,1
23,Staten Island,Bloomfield/Emerson Hill,11,1
23,Staten Island,Bloomfield/Emerson Hill,12,1
23,Staten Island,Bloomfield/Emerson Hill,13,2
23,Staten Island,Bloomfield/Emerson Hill,16,1
23,Staten Island,Bloomfield/Emerson Hill,18,1
23,Staten Island,Bloomfield/Emerson Hill,19,1
23,Staten Island,Bloomfield/Emerson Hill,20,1
24,Manhattan,Bloomingdale,0,105
24,Manhattan,Bloomingdale,1,52
24,Manhattan,Bloomingdale,2,29
24,Manhattan,Bloomingdale,3,22
24,Manhattan,Bloomingdale,4,27
24,Manhattan,Bloomingdale,5,62
24,Manhattan,Bloomingdale,6,138
24,Manhattan,Bloomingdale,7,435
24,Manhattan,Bloomingdale,8,565
24,Manhattan,Bloomingdale,9,511
24,Manhattan,Bloomingdale,10,497
24,Manhattan,Bloomingdale,11,456
24,Manhattan,Bloomingdale,12,489
24,Manhattan,Bloomingdale,13,457
24,Manhattan,Bloomingdale,14,482
24,Manhattan,Bloomingdale,15,486
24,Manhattan,Bloomingdale,16,466
24,Manhattan,Bloomingdale,17,575
24,Manhattan,Bloomingdale,18,530
24,Manhattan,Bloomingdale,19,392
24,Manhattan,Bloomingdale,20,300
24,Manhattan,Bloomingdale,21,240
24,Manhattan,Bloomingdale,22,184
24,Manhattan,Bloomingdale,23,147
25,Brooklyn,Boerum Hill,0,92
25,Brooklyn,Boerum Hill,1,47
25,Brooklyn,Boerum Hill,2,29
25,Brooklyn,Boerum Hill,3,41
25,Brooklyn,Boerum Hill,4,22
25,Brooklyn,Boerum Hill,5,17
25,Brooklyn,Boerum Hill,6,51
25,Brooklyn,Boerum Hill,7,94
25,Brooklyn,Boerum Hill,8,111
25,Brooklyn,Boerum Hill,9,68
25,Brooklyn,Boerum Hill,10,67
25,Brooklyn,Boerum Hill,11,83
25,Brooklyn,Boerum Hill,12,94
25,Brooklyn,Boerum Hill,13,70
25,Brooklyn,Boerum Hill,14,82
25,Brooklyn,Boerum Hill,15,75
25,Brooklyn,Boerum Hill,16,94
25,Brooklyn,Boerum Hill,17,125
25,Brooklyn,Boerum Hill,18,152
25,Brooklyn,Boerum Hill,19,96
25,Brooklyn,Boerum Hill,20,82
25,Brooklyn,Boerum Hill,21,82
25,Brooklyn,Boerum Hill,22,116
25,Brooklyn,Boerum Hill,23,117
26,Brooklyn,Borough Park,0,16
26,Brooklyn,Borough Park,1,4
26,Brooklyn,Borough Park,2,6
26,Brooklyn,Borough Park,3,2
26,Brooklyn,Borough Park,4,3
26,Brooklyn,Borough Park,5,7
26,Brooklyn,Borough Park,6,15
26,Brooklyn,Borough Park,7,42
26,Brooklyn,Borough Park,8,50
26,Brooklyn,Borough Park,9,48
26,Brooklyn,Borough Park,10,41
26,Brooklyn,Borough Park,11,52
26,Brooklyn,Borough Park,12,43
26,Brooklyn,Borough Park,13,37
26,Brooklyn,Borough Park,14,46
26,Brooklyn,Borough Park,15,36
26,Brooklyn,Borough Park,16,27
26,Brooklyn,Borough Park,17,29
26,Brooklyn,Borough Park,18,24
26,Brooklyn,Borough Park,19,25
26,Brooklyn,Borough Park,20,15
26,Brooklyn,Borough Park,21,10
26,Brooklyn,Borough Park,22,24
26,Brooklyn,Borough Park,23,18
27,Queens,Breezy Point/Fort Tilden/Riis Beach,10,1
27,Queens,Breezy Point/Fort Tilden/Riis Beach,16,1
28,Queens,Briarwood/Jamaica Hills,0,30
28,Queens,Briarwood/Jamaica Hills,1,16
28,Queens,Briarwood/Jamaica Hills,2,7
28,Queens,Briarwood/Jamaica Hills,3,8
28,Queens,Briarwood/Jamaica Hills,4,13
28,Queens,Briarwood/Jamaica Hills,5,22
28,Queens,Briarwood/Jamaica Hills,6,40
28,Queens,Briarwood/Jamaica Hills,7,58
28,Queens,Briarwood/Jamaica Hills,8,46
28,Queens,Briarwood/Jamaica Hills,9,21
28,Queens,Briarwood/Jamaica Hills,10,14
28,Queens,Briarwood/Jamaica Hills,11,13
28,Queens,Briarwood/Jamaica Hills,12,20
28,Queens,Briarwood/Jamaica Hills,13,23
28,Queens,Briarwood/Jamaica Hills,14,31
28,Queens,Briarwood/Jamaica Hills,15,20
28,Queens,Briarwood/Jamaica Hills,16,25
28,Queens,Briarwood/Jamaica Hills,17,15
28,Queens,Briarwood/Jamaica Hills,18,17
28,Queens,Briarwood/Jamaica Hills,19,22
28,Queens,Briarwood/Jamaica Hills,20,15
28,Queens,Briarwood/Jamaica Hills,21,24
28,Queens,Briarwood/Jamaica Hills,22,37
28,Queens,Briarwood/Jamaica Hills,23,29
29,Brooklyn,Brighton Beach,0,2
29,Brooklyn,Brighton Beach,1,2
29,Brooklyn,Brighton Beach,2,1
29,Brooklyn,Brighton Beach,4,2
29,Brooklyn,Brighton Beach,5,1
29,Brooklyn,Brighton Beach,6,19
29,Brooklyn,Brighton Beach,7,22
29,Brooklyn,Brighton Beach,8,16
29,Brooklyn,Brighton Beach,9,16
29,Brooklyn,Brighton Beach,10,14
29,Brooklyn,Brighton Beach,11,12
29,Brooklyn,Brighton Beach,12,22
29,Brooklyn,Brighton Beach,13,8
29,Brooklyn,Brighton Beach,14,16
29,Brooklyn,Brighton Beach,15,11
29,Brooklyn,Brighton Beach,16,8
29,Brooklyn,Brighton Beach,17,7
29,Brooklyn,Brighton Beach,18,6
29,Brooklyn,Brighton Beach,19,6
29,Brooklyn,Brighton Beach,20,7
29,Brooklyn,Brighton Beach,21,7
29,Brooklyn,Brighton Beach,22,6
29,Brooklyn,Brighton Beach,23,12
30,Queens,Broad Channel,0,1
30,Queens,Broad Channel,5,1
30,Queens,Broad Channel,8,1
30,Queens,Broad Channel,10,1
30,Queens,Broad Channel,11,1
30,Queens,Broad Channel,15,1
30,Queens,Broad Channel,16,1
30,Queens,Broad Channel,19,1
30,Queens,Broad Channel,23,2
31,Bronx,Bronx Park,0,1
31,Bronx,Bronx Park,3,1
31,Bronx,Bronx Park,4,1
31,Bronx,Bronx Park,6,6
31,Bronx,Bronx Park,8,4
31,Bronx,Bronx Park,10,2
31,Bronx,Bronx Park,13,1
31,Bronx,Bronx Park,14,1
31,Bronx,Bronx Park,15,1
31,Bronx,Bronx Park,16,1
31,Bronx,Bronx Park,17,2
31,Bronx,Bronx Park,20,1
31,Bronx,Bronx Park,22,3
31,Bronx,Bronx Park,23,2
32,Bronx,Bronxdale,0,4
32,Bronx,Bronxdale,1,1
32,Bronx,Bronxdale,4,3
32,Bronx,Bronxdale,5,11
32,Bronx,Bronxdale,6,22
32,Bronx,Bronxdale,7,15
32,Bronx,Bronxdale,8,23
32,Bronx,Bronxdale,9,16
32,Bronx,Bronxdale,10,6
32,Bronx,Bronxdale,11,13
32,Bronx,Bronxdale,12,6
32,Bronx,Bronxdale,13,14
32,Bronx,Bronxdale,14,9
32,Bronx,Bronxdale,15,10
32,Bronx,Bronxdale,16,4
32,Bronx,Bronxdale,17,10
32,Bronx,Bronxdale,18,5
32,Bronx,Bronxdale,19,3
32,Bronx,Bronxdale,20,1
32,Bronx,Bronxdale,21,8
32,Bronx,Bronxdale,22,2
32,Bronx,Bronxdale,23,7
33,Brooklyn,Brooklyn Heights,0,61
33,Brooklyn,Brooklyn Heights,1,32
33,Brooklyn,Brooklyn Heights,2,27
33,Brooklyn,Brooklyn Heights,3,6
33,Brooklyn,Brooklyn Heights,4,10
33,Brooklyn,Brooklyn Heights,5,6
33,Brooklyn,Brooklyn Heights,6,57
33,Brooklyn,Brooklyn Heights,7,138
33,Brooklyn,Brooklyn Heights,8,188
33,Brooklyn,Brooklyn Heights,9,92
33,Brooklyn,Brooklyn Heights,10,75
33,Brooklyn,Brooklyn Heights,11,84
33,Brooklyn,Brooklyn Heights,12,105
33,Brooklyn,Brooklyn Heights,13,91
33,Brooklyn,Brooklyn Heights,14,82
33,Brooklyn,Brooklyn Heights,15,115
33,Brooklyn,Brooklyn Heights,16,107
33,Brooklyn,Brooklyn Heights,17,162
33,Brooklyn,Brooklyn Heights,18,192
33,Brooklyn,Brooklyn Heights,19,135
33,Brooklyn,Brooklyn Heights,20,95
33,Brooklyn,Brooklyn Heights,21,87
33,Brooklyn,Brooklyn Heights,22,107
33,Brooklyn,Brooklyn Heights,23,87
34,Brooklyn,Brooklyn Navy Yard,0,3
34,Brooklyn,Brooklyn Navy Yard,1,9
34,Brooklyn,Brooklyn Navy Yard,2,17
34,Brooklyn,Brooklyn Navy Yard,3,14
34,Brooklyn,Brooklyn Navy Yard,4,5
34,Brooklyn,Brooklyn Navy Yard,6,3
34,Brooklyn,Brooklyn Navy Yard,7,3
34,Brooklyn,Brooklyn Navy Yard,8,8
34,Brooklyn,Brooklyn Navy Yard,9,2
34,Brooklyn,Brooklyn Navy Yard,10,5
34,Brooklyn,Brooklyn Navy Yard,11,3
34,Brooklyn,Brooklyn Navy Yard,12,6
34,Brooklyn,Brooklyn Navy Yard,13,3
34,Brooklyn,Brooklyn Navy Yard,14,7
34,Brooklyn,Brooklyn Navy Yard,15,7
34,Brooklyn,Brooklyn Navy Yard,16,13
34,Brooklyn,Brooklyn Navy Yard,17,25
34,Brooklyn,Brooklyn Navy Yard,18,29
34,Brooklyn,Brooklyn Navy Yard,19,8
34,Brooklyn,Brooklyn Navy Yard,20,3
34,Brooklyn,Brooklyn Navy Yard,21,5
34,Brooklyn,Brooklyn Navy Yard,22,10
34,Brooklyn,Brooklyn Navy Yard,23,7
35,Brooklyn,Brownsville,0,19
35,Brooklyn,Brownsville,1,5
35,Brooklyn,Brownsville,2,5
35,Brooklyn,Brownsville,3,9
35,Brooklyn,Brownsville,4,21
35,Brooklyn,Brownsville,5,72
35,Brooklyn,Brownsville,6,76
35,Brooklyn,Brownsville,7,142
35,Brooklyn,Brownsville,8,158
35,Brooklyn,Brownsville,9,121
35,Brooklyn,Brownsville,10,76
35,Brooklyn,Brownsville,11,76
35,Brooklyn,Brownsville,12,83
35,Brooklyn,Brownsville,13,90
35,Brooklyn,Brownsville,14,70
35,Brooklyn,Brownsville,15,39
35,Brooklyn,Brownsville,16,36
35,Brooklyn,Brownsville,17,43
35,Brooklyn,Brownsville,18,24
35,Brooklyn,Brownsville,19,29
35,Brooklyn,Brownsville,20,27
35,Brooklyn,Brownsville,21,15
35,Brooklyn,Brownsville,22,28
35,Brooklyn,Brownsville,23,36
36,Brooklyn,Bushwick North,0,49
36,Brooklyn,Bushwick North,1,81
36,Brooklyn,Bushwick North,2,112
36,Brooklyn,Bushwick North,3,119
36,Brooklyn,Bushwick North,4,120
36,Brooklyn,Bushwick North,5,44
36,Brooklyn,Bushwick North,6,36
36,Brooklyn,Bushwick North,7,44
36,Brooklyn,Bushwick North,8,44
36,Brooklyn,Bushwick North,9,39
36,Brooklyn,Bushwick North,10,15
36,Brooklyn,Bushwick North,11,20
36,Brooklyn,Bushwick North,12,15
36,Brooklyn,Bushwick North,13,11
36,Brooklyn,Bushwick North,14,13
36,Brooklyn,Bushwick North,15,20
36,Brooklyn,Bushwick North,16,14
36,Brooklyn,Bushwick North,17,12
36,Brooklyn,Bushwick North,18,33
36,Brooklyn,Bushwick North,19,22
36,Brooklyn,Bushwick North,20,20
36,Brooklyn,Bushwick North,21,21
36,Brooklyn,Bushwick North,22,26
36,Brooklyn,Bushwick North,23,44
